job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,job_title_grouped,location_grouped,residence_grouped,skills_grouped,industry_grouped
Deep Learning Engineer,215397,1,2,Israel,2,Israel,50,"Data Visualization, Statistics, Hadoop, Deep Learning, Docker",-1,15,Retail,7.6,-1,-1,10,-1,-1
Research Scientist,294594,1,2,Switzerland,0,China,0,"Data Visualization, AWS, SQL, PyTorch, Java",-1,10,Manufacturing,5.5,-1,-1,3,-1,-1
AI Specialist,63057,0,0,United States,1,United States,50,"NLP, Scala, Data Visualization",-1,1,Energy,10.0,-1,-1,19,-1,-1
ML Ops Engineer,217874,1,1,Austria,1,Portugal,100,"Java, Hadoop, Computer Vision, R, Python",-1,19,Education,9.6,-1,-1,-1,-1,-1
Autonomous Systems Engineer,32792,3,3,India,2,India,50,"GCP, Python, SQL, R",-1,8,Gaming,7.7,-1,-1,8,-1,-1
ML Ops Engineer,116266,3,0,Japan,1,Japan,100,"Kubernetes, Linux, Data Visualization, NLP, Docker",-1,7,Education,6.0,-1,-1,11,-1,-1
AI Research Scientist,70410,0,1,Austria,0,Austria,50,"PyTorch, Kubernetes, Docker, TensorFlow",-1,1,Technology,5.3,-1,-1,1,-1,-1
Data Analyst,56897,0,1,Canada,0,Canada,100,"Java, MLOps, R",-1,1,Consulting,8.6,-1,-1,2,-1,-1
Autonomous Systems Engineer,135997,2,3,Switzerland,2,Ghana,100,"Linux, Python, Kubernetes, MLOps, Data Visualization",-1,3,Technology,7.9,-1,-1,-1,-1,-1
Machine Learning Engineer,50494,0,2,Israel,2,Israel,100,"Git, Tableau, PyTorch, Kubernetes, Spark",-1,1,Media,6.0,-1,-1,10,-1,-1
AI Research Scientist,144481,1,3,United Kingdom,2,United Kingdom,0,"Git, Linux, Data Visualization, Azure",-1,13,Retail,5.1,-1,-1,18,-1,-1
Principal Data Scientist,102340,2,2,Ireland,1,Ireland,50,"GCP, Computer Vision, Linux, Tableau",-1,3,Retail,5.4,-1,-1,9,-1,-1
AI Research Scientist,289309,1,1,Denmark,2,Denmark,50,"Python, Azure, Tableau, Mathematics",-1,19,Finance,7.2,-1,-1,4,-1,-1
AI Specialist,86564,0,3,United Kingdom,0,United Kingdom,0,"Linux, Azure, TensorFlow",-1,0,Education,6.6,-1,-1,18,-1,-1
Computer Vision Engineer,105245,2,0,United Kingdom,0,United Kingdom,0,"Spark, R, Computer Vision, Deep Learning, Python",-1,3,Government,7.9,-1,-1,18,-1,-1
Principal Data Scientist,135249,1,2,Sweden,2,Sweden,100,"Mathematics, Git, Spark, SQL, PyTorch",-1,14,Energy,8.8,-1,-1,16,-1,-1
AI Research Scientist,351014,1,2,Switzerland,0,Egypt,50,"Statistics, MLOps, Python, TensorFlow",-1,10,Consulting,5.8,-1,-1,-1,-1,-1
Data Scientist,170313,3,3,United Kingdom,0,United Kingdom,0,"Azure, Scala, Statistics, SQL, Deep Learning",-1,5,Gaming,5.6,-1,-1,18,-1,-1
Autonomous Systems Engineer,96839,2,1,Israel,0,Israel,0,"Scala, Data Visualization, Computer Vision",-1,3,Automotive,9.8,-1,-1,10,-1,-1
Machine Learning Engineer,112039,1,0,South Korea,1,South Korea,0,"TensorFlow, GCP, Scala",-1,16,Finance,5.5,-1,-1,15,-1,-1
Autonomous Systems Engineer,161578,3,1,United Kingdom,0,United Kingdom,50,"Python, Linux, Kubernetes, Git, GCP",-1,9,Energy,8.7,-1,-1,18,-1,-1
Deep Learning Engineer,162342,3,0,United States,0,United States,0,"Deep Learning, SQL, Scala",-1,7,Manufacturing,6.3,-1,-1,19,-1,-1
AI Software Engineer,81152,2,1,Canada,1,Indonesia,50,"Mathematics, Hadoop, SQL, Python, Data Visualization",-1,3,Media,5.1,-1,-1,-1,-1,-1
Robotics Engineer,146791,3,3,Germany,0,Germany,50,"MLOps, Git, Kubernetes",-1,6,Media,6.9,-1,-1,7,-1,-1
AI Architect,231457,1,1,Singapore,1,Singapore,0,"Computer Vision, TensorFlow, Linux, Tableau",-1,13,Manufacturing,6.5,-1,-1,14,-1,-1
Data Scientist,114857,3,3,Austria,2,Argentina,0,"Python, TensorFlow, Tableau, NLP",-1,7,Manufacturing,9.5,-1,-1,-1,-1,-1
Computer Vision Engineer,73750,1,0,China,0,China,50,"Spark, PyTorch, SQL, Computer Vision",-1,15,Gaming,9.7,-1,-1,3,-1,-1
Data Engineer,87162,0,1,Singapore,0,Singapore,50,"Computer Vision, Spark, Python, Scala",-1,0,Real Estate,9.8,-1,-1,14,-1,-1
Machine Learning Engineer,85264,1,0,China,1,China,50,"Linux, Java, Docker, SQL, Git",-1,17,Education,8.9,-1,-1,3,-1,-1
Principal Data Scientist,72355,0,1,Canada,1,Canada,0,"Git, MLOps, Kubernetes, Hadoop",-1,0,Energy,5.3,-1,-1,2,-1,-1
ML Ops Engineer,83615,2,0,Australia,2,Australia,50,"Git, Hadoop, Mathematics",-1,4,Retail,9.3,-1,-1,0,-1,-1
Machine Learning Researcher,201139,3,2,United States,0,Denmark,0,"Python, Azure, TensorFlow, Hadoop",-1,8,Energy,8.2,-1,-1,4,-1,-1
Research Scientist,227744,1,2,Denmark,1,Denmark,50,"Docker, Mathematics, R, SQL, Computer Vision",-1,11,Media,9.3,-1,-1,4,-1,-1
Research Scientist,50231,0,3,Canada,1,Canada,100,"Scala, Spark, SQL, Mathematics",-1,1,Media,7.1,-1,-1,2,-1,-1
Data Analyst,149410,1,2,Austria,1,Austria,50,"Kubernetes, PyTorch, MLOps",-1,15,Automotive,9.2,-1,-1,1,-1,-1
Data Engineer,322650,1,1,Switzerland,2,Switzerland,50,"NLP, Linux, Python",-1,18,Consulting,6.3,-1,-1,17,-1,-1
Head of AI,138075,3,1,Canada,0,Canada,50,"GCP, Kubernetes, Data Visualization, SQL",-1,8,Technology,6.1,-1,-1,2,-1,-1
Data Engineer,70492,2,1,South Korea,0,South Korea,0,"NLP, R, Kubernetes, Linux, TensorFlow",-1,4,Media,8.5,-1,-1,15,-1,-1
AI Architect,50946,0,2,South Korea,2,South Korea,0,"Deep Learning, Java, Computer Vision, AWS, Kubernetes",-1,0,Transportation,7.1,-1,-1,15,-1,-1
AI Architect,74567,0,2,Japan,1,Sweden,0,"TensorFlow, Linux, Python, SQL, AWS",-1,1,Manufacturing,5.3,-1,-1,16,-1,-1
Machine Learning Engineer,63683,0,0,Australia,0,Australia,100,"Python, NLP, GCP, Mathematics, Git",-1,0,Government,5.7,-1,-1,0,-1,-1
AI Product Manager,93281,0,2,United States,0,Ukraine,100,"Hadoop, Python, Azure, Spark, Statistics",-1,1,Technology,6.7,-1,-1,-1,-1,-1
Deep Learning Engineer,86606,2,3,Canada,2,Ireland,0,"Docker, Scala, Linux",-1,3,Media,6.2,-1,-1,9,-1,-1
AI Software Engineer,114314,3,0,France,1,France,100,"Azure, Git, Hadoop, Data Visualization, Mathematics",-1,7,Media,5.1,-1,-1,6,-1,-1
Machine Learning Researcher,44105,3,3,India,0,India,0,"Java, Hadoop, MLOps",-1,6,Retail,5.7,-1,-1,8,-1,-1
AI Specialist,87807,2,2,Austria,0,Austria,50,"PyTorch, Git, Java, Scala, TensorFlow",-1,3,Automotive,7.2,-1,-1,1,-1,-1
Principal Data Scientist,105998,2,2,Australia,0,Australia,100,"Spark, Tableau, GCP, Linux, Hadoop",-1,4,Energy,7.3,-1,-1,0,-1,-1
Deep Learning Engineer,205845,3,0,Switzerland,1,Portugal,0,"Kubernetes, Python, Data Visualization, Computer Vision, Azure",-1,9,Telecommunications,8.5,-1,-1,-1,-1,-1
AI Architect,108031,3,0,Singapore,2,Singapore,50,"Mathematics, Azure, PyTorch",-1,6,Manufacturing,9.2,-1,-1,14,-1,-1
AI Consultant,43599,2,3,China,2,China,50,"MLOps, R, TensorFlow, SQL, GCP",-1,4,Media,6.4,-1,-1,3,-1,-1
Data Scientist,100782,2,1,United Kingdom,2,United Kingdom,100,"Mathematics, R, SQL, Spark",-1,3,Manufacturing,9.9,-1,-1,18,-1,-1
Autonomous Systems Engineer,124064,3,3,Singapore,2,Israel,50,"Java, Scala, NLP, Azure",-1,8,Gaming,7.4,-1,-1,10,-1,-1
Head of AI,32020,0,1,China,0,China,100,"SQL, Hadoop, PyTorch, Linux",-1,1,Media,8.5,-1,-1,3,-1,-1
Machine Learning Engineer,88815,2,1,Finland,1,Finland,50,"Linux, Java, Git, Mathematics, NLP",-1,3,Finance,6.1,-1,-1,5,-1,-1
Data Analyst,102567,2,2,Switzerland,1,Switzerland,50,"Hadoop, Python, PyTorch",-1,4,Consulting,7.6,-1,-1,17,-1,-1
Computer Vision Engineer,72234,0,2,Ireland,1,Ireland,50,"Java, Statistics, SQL, Python, Kubernetes",-1,1,Telecommunications,9.1,-1,-1,9,-1,-1
NLP Engineer,284726,1,1,Switzerland,1,Italy,0,"Python, PyTorch, TensorFlow",-1,15,Gaming,6.5,-1,-1,-1,-1,-1
Principal Data Scientist,103801,2,0,Netherlands,1,Russia,50,"NLP, AWS, Linux, Statistics, Computer Vision",-1,3,Telecommunications,5.2,-1,-1,-1,-1,-1
AI Specialist,211598,1,2,Germany,0,Israel,50,"TensorFlow, Scala, Hadoop, Deep Learning, PyTorch",-1,10,Manufacturing,6.5,-1,-1,10,-1,-1
Principal Data Scientist,65479,0,0,United Kingdom,1,Portugal,50,"GCP, Kubernetes, SQL",-1,1,Manufacturing,8.9,-1,-1,-1,-1,-1
ML Ops Engineer,55701,0,0,Canada,2,Canada,50,"Azure, PyTorch, Git",-1,1,Energy,9.0,-1,-1,2,-1,-1
Machine Learning Researcher,265222,1,0,Switzerland,2,Switzerland,0,"Git, Azure, Spark, Mathematics, AWS",-1,14,Gaming,9.8,-1,-1,17,-1,-1
NLP Engineer,33734,2,2,China,2,China,50,"R, SQL, NLP, Azure",-1,4,Gaming,7.2,-1,-1,3,-1,-1
AI Software Engineer,69684,2,2,South Korea,2,Spain,50,"Git, R, Tableau, SQL",-1,3,Energy,7.1,-1,-1,-1,-1,-1
AI Specialist,96701,2,2,Australia,0,Australia,50,"PyTorch, Hadoop, Git",-1,4,Technology,9.2,-1,-1,0,-1,-1
Deep Learning Engineer,180946,1,1,Ireland,1,Ireland,50,"Scala, AWS, Git, Hadoop",-1,19,Finance,8.5,-1,-1,9,-1,-1
Data Analyst,166915,1,1,Finland,1,Finland,100,"Java, PyTorch, Kubernetes, Mathematics, Data Visualization",-1,12,Technology,5.2,-1,-1,5,-1,-1
Autonomous Systems Engineer,121685,3,1,Sweden,1,Sweden,0,"Data Visualization, Deep Learning, Python, Statistics",-1,9,Consulting,5.2,-1,-1,16,-1,-1
Research Scientist,167790,3,1,Norway,0,Norway,100,"Linux, NLP, Python",-1,6,Government,9.7,-1,-1,13,-1,-1
Robotics Engineer,80516,0,0,Netherlands,1,Netherlands,0,"Scala, Git, SQL, Python",-1,1,Media,6.0,-1,-1,12,-1,-1
Data Scientist,100310,2,2,United Kingdom,2,United Kingdom,0,"TensorFlow, Docker, GCP",-1,2,Education,7.7,-1,-1,18,-1,-1
Research Scientist,120643,3,2,Sweden,1,Sweden,0,"Docker, R, Deep Learning, Java, Computer Vision",-1,6,Technology,7.2,-1,-1,16,-1,-1
AI Architect,68168,2,3,Austria,2,Austria,100,"PyTorch, Linux, SQL, GCP, R",-1,3,Telecommunications,5.9,-1,-1,1,-1,-1
Data Engineer,103407,1,1,India,0,India,0,"Python, NLP, Statistics",-1,17,Government,6.4,-1,-1,8,-1,-1
Principal Data Scientist,79353,0,2,Japan,1,Japan,0,"GCP, PyTorch, NLP",-1,0,Telecommunications,7.0,-1,-1,11,-1,-1
Principal Data Scientist,215826,1,2,United Kingdom,1,United Kingdom,50,"Tableau, Kubernetes, Azure, R, Statistics",-1,14,Telecommunications,8.7,-1,-1,18,-1,-1
Data Analyst,124330,2,1,Netherlands,0,Netherlands,50,"Python, TensorFlow, Deep Learning",-1,3,Retail,5.3,-1,-1,12,-1,-1
Machine Learning Engineer,53595,0,2,France,1,Luxembourg,100,"NLP, Git, Docker, Hadoop, Spark",-1,0,Consulting,5.2,-1,-1,-1,-1,-1
AI Research Scientist,141469,1,1,Germany,2,Germany,0,"R, Python, Computer Vision",-1,14,Transportation,6.5,-1,-1,7,-1,-1
Computer Vision Engineer,115046,2,2,Sweden,0,Sweden,100,"Kubernetes, AWS, GCP, Scala",-1,4,Media,8.0,-1,-1,16,-1,-1
Machine Learning Engineer,147907,2,3,Switzerland,1,Egypt,0,"SQL, AWS, Scala, Tableau",-1,4,Automotive,8.8,-1,-1,-1,-1,-1
AI Product Manager,50641,1,1,India,2,Hungary,50,"Data Visualization, GCP, R, Hadoop",-1,19,Healthcare,9.3,-1,-1,-1,-1,-1
AI Product Manager,214441,1,1,Netherlands,1,Philippines,0,"Linux, Scala, Python, NLP, Mathematics",-1,10,Manufacturing,6.3,-1,-1,-1,-1,-1
Computer Vision Engineer,114417,2,1,United Kingdom,1,United Kingdom,50,"Python, R, Mathematics",-1,2,Technology,9.9,-1,-1,18,-1,-1
AI Consultant,112932,2,2,Japan,0,Japan,100,"Scala, Computer Vision, NLP, PyTorch, Spark",-1,4,Healthcare,9.3,-1,-1,11,-1,-1
ML Ops Engineer,72211,0,0,Israel,0,Israel,0,"Git, Scala, SQL, Mathematics",-1,0,Retail,9.8,-1,-1,10,-1,-1
Deep Learning Engineer,182222,1,0,Australia,0,Spain,100,"Azure, Deep Learning, Java",-1,18,Energy,7.2,-1,-1,-1,-1,-1
Machine Learning Engineer,83596,0,2,Germany,0,Germany,50,"Data Visualization, NLP, Kubernetes, Python",-1,0,Government,5.2,-1,-1,7,-1,-1
NLP Engineer,109011,0,2,Switzerland,0,Switzerland,50,"PyTorch, Computer Vision, Data Visualization, R",-1,1,Consulting,8.6,-1,-1,17,-1,-1
Deep Learning Engineer,74573,0,3,Australia,0,Australia,0,"Git, Python, Mathematics, Tableau, Docker",-1,0,Retail,8.1,-1,-1,0,-1,-1
Principal Data Scientist,117158,2,3,Netherlands,0,Philippines,50,"Python, TensorFlow, Git, Computer Vision, Azure",-1,2,Consulting,6.4,-1,-1,-1,-1,-1
Head of AI,84442,2,1,Japan,1,Sweden,50,"SQL, TensorFlow, Mathematics",-1,2,Telecommunications,6.8,-1,-1,16,-1,-1
Machine Learning Researcher,64765,1,1,India,0,Brazil,100,"PyTorch, Scala, Hadoop, Computer Vision",-1,11,Media,5.8,-1,-1,-1,-1,-1
Data Scientist,161364,3,2,Norway,2,Norway,100,"AWS, MLOps, SQL, Azure",-1,9,Real Estate,6.5,-1,-1,13,-1,-1
Data Scientist,259567,1,3,Australia,0,Australia,0,"GCP, Docker, Python, Azure, Data Visualization",-1,11,Government,10.0,-1,-1,0,-1,-1
Machine Learning Engineer,58926,2,2,South Korea,2,Finland,0,"Statistics, PyTorch, Java, Scala, Azure",-1,3,Education,9.8,-1,-1,5,-1,-1
Machine Learning Researcher,205317,3,1,United States,0,Argentina,100,"Scala, AWS, Tableau",-1,7,Government,7.3,-1,-1,-1,-1,-1
Robotics Engineer,142793,2,3,Switzerland,1,Switzerland,0,"Python, Kubernetes, Mathematics, Statistics, GCP",-1,4,Telecommunications,7.0,-1,-1,17,-1,-1
AI Architect,48948,3,1,India,0,India,50,"Git, GCP, Python, AWS, NLP",-1,5,Technology,8.5,-1,-1,8,-1,-1
Machine Learning Engineer,101284,2,1,Ireland,1,Ireland,0,"Kubernetes, Docker, R, Azure",-1,2,Finance,7.2,-1,-1,9,-1,-1
Autonomous Systems Engineer,94804,2,0,South Korea,0,Vietnam,100,"SQL, PyTorch, GCP",-1,2,Finance,8.7,-1,-1,-1,-1,-1
AI Consultant,55274,0,2,Singapore,2,Singapore,0,"Python, TensorFlow, Spark, Deep Learning",-1,1,Real Estate,8.1,-1,-1,14,-1,-1
Machine Learning Engineer,46056,0,0,France,2,France,100,"Kubernetes, Scala, GCP",-1,1,Government,7.8,-1,-1,6,-1,-1
AI Research Scientist,71471,0,0,Singapore,1,Singapore,100,"Linux, Kubernetes, NLP, Deep Learning, Scala",-1,0,Education,6.3,-1,-1,14,-1,-1
Data Analyst,173574,1,0,Australia,2,Australia,0,"Linux, Hadoop, R",-1,12,Finance,5.8,-1,-1,0,-1,-1
AI Software Engineer,228777,1,3,Canada,0,Canada,0,"Scala, Deep Learning, Data Visualization, Kubernetes, Statistics",-1,18,Energy,8.5,-1,-1,2,-1,-1
Data Engineer,218206,1,1,Australia,1,Australia,0,"Linux, TensorFlow, Statistics, Python, Computer Vision",-1,17,Technology,5.6,-1,-1,0,-1,-1
Autonomous Systems Engineer,218548,1,0,Netherlands,0,Netherlands,100,"Git, Hadoop, Linux",-1,11,Energy,9.7,-1,-1,12,-1,-1
Data Scientist,137310,3,2,France,1,France,100,"Scala, NLP, Java, Kubernetes, Linux",-1,5,Government,5.8,-1,-1,6,-1,-1
Research Scientist,112353,2,0,Netherlands,0,Netherlands,0,"PyTorch, GCP, Mathematics, Deep Learning",-1,2,Media,9.6,-1,-1,12,-1,-1
Data Analyst,217691,1,2,Germany,1,Germany,50,"R, SQL, NLP",-1,10,Real Estate,9.8,-1,-1,7,-1,-1
Data Engineer,82416,2,1,France,0,France,100,"Git, Tableau, Hadoop, Java, Linux",-1,2,Telecommunications,9.1,-1,-1,6,-1,-1
Data Engineer,271408,1,0,Finland,0,Finland,50,"Kubernetes, R, SQL",-1,19,Real Estate,5.3,-1,-1,5,-1,-1
Robotics Engineer,50767,0,2,Israel,1,Israel,100,"Kubernetes, Git, Python",-1,0,Government,9.7,-1,-1,10,-1,-1
Computer Vision Engineer,110614,3,2,France,0,France,100,"SQL, Python, Kubernetes",-1,6,Real Estate,5.7,-1,-1,6,-1,-1
Computer Vision Engineer,92141,2,0,Netherlands,1,Spain,100,"Scala, Python, Statistics, Deep Learning",-1,3,Technology,6.9,-1,-1,-1,-1,-1
Machine Learning Engineer,48318,0,1,South Korea,1,South Korea,50,"Spark, Kubernetes, Statistics",-1,1,Retail,5.6,-1,-1,15,-1,-1
Research Scientist,263753,1,1,Austria,0,Austria,100,"Linux, Python, Git, Spark",-1,11,Automotive,8.3,-1,-1,1,-1,-1
Machine Learning Researcher,273323,1,3,Switzerland,1,Switzerland,50,"SQL, Statistics, Tableau",-1,12,Automotive,8.7,-1,-1,17,-1,-1
Research Scientist,62268,2,2,Finland,2,Vietnam,0,"Docker, SQL, Spark, Linux",-1,2,Transportation,6.9,-1,-1,-1,-1,-1
NLP Engineer,116686,2,2,Ireland,0,Ireland,50,"Azure, SQL, Data Visualization, Python, Kubernetes",-1,2,Finance,9.9,-1,-1,9,-1,-1
AI Research Scientist,129353,3,1,Germany,1,Germany,0,"Python, Deep Learning, Java",-1,9,Finance,8.5,-1,-1,7,-1,-1
Principal Data Scientist,267772,1,2,Netherlands,0,Netherlands,0,"Python, R, MLOps, GCP, Kubernetes",-1,15,Real Estate,7.8,-1,-1,12,-1,-1
AI Architect,59923,0,0,Netherlands,1,Netherlands,100,"R, Java, Mathematics, MLOps, NLP",-1,1,Consulting,7.1,-1,-1,12,-1,-1
Data Analyst,75531,1,0,India,0,India,0,"Java, R, Spark, MLOps",-1,11,Manufacturing,9.1,-1,-1,8,-1,-1
AI Specialist,71196,0,1,Israel,0,Chile,0,"Data Visualization, Deep Learning, Docker",-1,1,Transportation,9.2,-1,-1,-1,-1,-1
AI Specialist,88243,2,1,Sweden,2,Germany,50,"SQL, Java, PyTorch",-1,2,Automotive,9.0,-1,-1,7,-1,-1
Robotics Engineer,105621,3,3,Japan,2,Japan,100,"Python, R, GCP, MLOps, TensorFlow",-1,7,Gaming,5.6,-1,-1,11,-1,-1
AI Product Manager,98658,3,0,Canada,2,Canada,0,"SQL, Scala, Python",-1,5,Consulting,6.2,-1,-1,2,-1,-1
Machine Learning Researcher,61301,1,1,India,0,India,100,"Python, TensorFlow, GCP",-1,10,Education,7.6,-1,-1,8,-1,-1
Head of AI,170872,1,2,Norway,2,Norway,0,"AWS, Hadoop, Data Visualization",-1,16,Consulting,10.0,-1,-1,13,-1,-1
AI Software Engineer,56083,0,2,South Korea,0,Nigeria,0,"Kubernetes, Hadoop, Statistics",-1,1,Education,8.6,-1,-1,-1,-1,-1
AI Architect,71351,0,1,Netherlands,2,Netherlands,0,"Python, TensorFlow, Computer Vision, PyTorch, SQL",-1,1,Finance,6.3,-1,-1,12,-1,-1
Deep Learning Engineer,131806,3,0,Australia,0,Australia,0,"TensorFlow, Linux, Java",-1,6,Retail,6.9,-1,-1,0,-1,-1
Head of AI,85952,0,0,Norway,1,Norway,50,"NLP, Data Visualization, TensorFlow, Linux",-1,1,Automotive,7.8,-1,-1,13,-1,-1
Head of AI,177858,3,2,Singapore,0,Singapore,0,"TensorFlow, Mathematics, Docker, Tableau, Deep Learning",-1,8,Education,9.6,-1,-1,14,-1,-1
Head of AI,210574,3,1,Denmark,0,Chile,0,"Hadoop, Scala, Python, Computer Vision, Deep Learning",-1,9,Government,6.1,-1,-1,-1,-1,-1
Computer Vision Engineer,96894,2,2,South Korea,0,Vietnam,100,"Scala, Spark, Data Visualization",-1,4,Gaming,5.2,-1,-1,-1,-1,-1
AI Research Scientist,137829,1,1,Australia,1,Australia,100,"GCP, Hadoop, PyTorch, Spark, R",-1,16,Energy,7.4,-1,-1,0,-1,-1
Data Analyst,99906,2,0,Israel,1,Israel,50,"Kubernetes, SQL, Python, Deep Learning",-1,4,Education,8.0,-1,-1,10,-1,-1
AI Consultant,78189,0,2,Canada,0,Canada,50,"Docker, GCP, Java, Mathematics",-1,1,Retail,5.3,-1,-1,2,-1,-1
Head of AI,221259,1,0,Japan,0,Austria,100,"Python, SQL, Scala, Tableau",-1,12,Energy,8.1,-1,-1,1,-1,-1
Data Engineer,69907,0,0,United Kingdom,2,United Kingdom,100,"GCP, Git, SQL, NLP",-1,1,Retail,7.0,-1,-1,18,-1,-1
Computer Vision Engineer,114573,2,0,Germany,0,Germany,0,"Scala, TensorFlow, SQL",-1,4,Manufacturing,8.9,-1,-1,7,-1,-1
Autonomous Systems Engineer,91770,3,3,Canada,2,Canada,100,"Python, Deep Learning, TensorFlow, Hadoop, GCP",-1,7,Finance,9.5,-1,-1,2,-1,-1
AI Research Scientist,97661,3,2,Germany,2,Germany,0,"Scala, Data Visualization, Git, AWS, Hadoop",-1,5,Healthcare,7.9,-1,-1,7,-1,-1
Machine Learning Researcher,93001,3,2,Israel,2,Israel,0,"R, Kubernetes, AWS",-1,8,Healthcare,7.1,-1,-1,10,-1,-1
Machine Learning Researcher,138207,1,1,Canada,2,Canada,50,"AWS, Java, Data Visualization",-1,19,Healthcare,5.6,-1,-1,2,-1,-1
ML Ops Engineer,87070,2,2,Austria,0,Ghana,0,"Data Visualization, Kubernetes, SQL, Deep Learning, GCP",-1,4,Real Estate,5.7,-1,-1,-1,-1,-1
Research Scientist,102685,3,2,South Korea,2,Indonesia,0,"NLP, Kubernetes, PyTorch, Azure, Tableau",-1,9,Consulting,9.0,-1,-1,-1,-1,-1
AI Consultant,36735,2,0,India,1,India,0,"Python, AWS, Data Visualization, TensorFlow, Spark",-1,2,Media,7.2,-1,-1,8,-1,-1
Machine Learning Researcher,141810,1,3,Germany,1,Germany,100,"Kubernetes, Azure, Statistics, R, Tableau",-1,18,Telecommunications,5.2,-1,-1,7,-1,-1
Head of AI,44764,0,2,South Korea,1,South Korea,50,"Spark, Kubernetes, NLP, Python, Linux",-1,1,Energy,9.1,-1,-1,15,-1,-1
Machine Learning Engineer,251178,1,1,Austria,0,Austria,0,"GCP, Scala, SQL, Deep Learning",-1,15,Government,5.0,-1,-1,1,-1,-1
Autonomous Systems Engineer,293534,1,0,Norway,1,Norway,50,"Java, PyTorch, AWS, R, Hadoop",-1,19,Healthcare,5.8,-1,-1,13,-1,-1
Data Scientist,47064,0,3,Ireland,2,Ireland,0,"Python, Linux, Computer Vision, Azure",-1,1,Technology,9.6,-1,-1,9,-1,-1
NLP Engineer,133682,3,3,Singapore,1,Singapore,100,"Data Visualization, Kubernetes, R, AWS, NLP",-1,6,Technology,8.7,-1,-1,14,-1,-1
Machine Learning Researcher,104881,3,0,United Kingdom,2,United Kingdom,0,"R, Scala, Linux",-1,5,Real Estate,7.9,-1,-1,18,-1,-1
Data Scientist,93613,1,2,India,0,India,100,"Azure, PyTorch, Hadoop",-1,11,Technology,5.7,-1,-1,8,-1,-1
AI Architect,207719,1,2,Sweden,2,Sweden,50,"Tableau, AWS, PyTorch",-1,17,Consulting,5.8,-1,-1,16,-1,-1
Data Scientist,169583,1,2,Japan,2,Japan,100,"Python, Statistics, Azure, Tableau, Scala",-1,15,Transportation,7.7,-1,-1,11,-1,-1
Data Scientist,102146,0,2,Switzerland,1,Japan,0,"Python, Deep Learning, R",-1,1,Technology,5.2,-1,-1,11,-1,-1
AI Product Manager,171881,3,1,Australia,0,Australia,50,"PyTorch, AWS, Data Visualization, Git, Deep Learning",-1,6,Consulting,8.1,-1,-1,0,-1,-1
Data Scientist,24066,0,2,India,2,France,0,"TensorFlow, Computer Vision, Python",-1,0,Finance,7.7,-1,-1,6,-1,-1
AI Architect,149018,1,3,France,0,France,0,"TensorFlow, Docker, Spark, NLP",-1,18,Finance,7.6,-1,-1,6,-1,-1
Principal Data Scientist,119622,3,3,Australia,2,Australia,100,"AWS, Scala, Kubernetes, Mathematics",-1,5,Consulting,6.5,-1,-1,0,-1,-1
Machine Learning Researcher,135418,3,2,Sweden,1,Sweden,0,"Kubernetes, GCP, Docker",-1,8,Gaming,6.1,-1,-1,16,-1,-1
Robotics Engineer,80410,2,3,United Kingdom,1,United Kingdom,100,"Scala, PyTorch, NLP",-1,2,Retail,8.0,-1,-1,18,-1,-1
AI Architect,158403,3,3,Japan,1,Netherlands,0,"R, Kubernetes, Git",-1,6,Real Estate,8.8,-1,-1,12,-1,-1
Deep Learning Engineer,143401,1,0,Austria,1,Austria,50,"Git, Computer Vision, Statistics, Kubernetes, Java",-1,18,Telecommunications,9.7,-1,-1,1,-1,-1
NLP Engineer,72505,2,0,Israel,2,Israel,0,"SQL, Linux, Scala",-1,2,Gaming,6.3,-1,-1,10,-1,-1
Principal Data Scientist,101052,2,0,France,0,France,100,"Java, Python, Mathematics, GCP, Spark",-1,3,Real Estate,6.0,-1,-1,6,-1,-1
Robotics Engineer,90464,2,2,Canada,2,Canada,50,"Scala, Kubernetes, Mathematics, Tableau, Hadoop",-1,3,Finance,5.1,-1,-1,2,-1,-1
Machine Learning Engineer,155870,1,0,Finland,1,Finland,100,"GCP, SQL, PyTorch, Data Visualization",-1,18,Technology,8.4,-1,-1,5,-1,-1
Autonomous Systems Engineer,86105,1,1,India,1,India,100,"TensorFlow, Linux, Azure, Kubernetes, Spark",-1,16,Finance,7.9,-1,-1,8,-1,-1
AI Software Engineer,60304,0,3,Germany,1,Germany,100,"SQL, Scala, Azure",-1,1,Media,8.9,-1,-1,7,-1,-1
NLP Engineer,158258,3,0,Denmark,2,Denmark,50,"NLP, MLOps, Python, Deep Learning",-1,8,Finance,9.5,-1,-1,4,-1,-1
Robotics Engineer,139108,3,2,Denmark,1,Hungary,50,"GCP, R, Spark, Data Visualization, Docker",-1,7,Healthcare,7.9,-1,-1,-1,-1,-1
Robotics Engineer,127647,3,1,United Kingdom,0,United Kingdom,50,"SQL, Kubernetes, TensorFlow, AWS, R",-1,8,Gaming,8.1,-1,-1,18,-1,-1
NLP Engineer,113026,3,2,Canada,0,Canada,50,"NLP, Linux, Python, Deep Learning, Java",-1,8,Gaming,8.4,-1,-1,2,-1,-1
NLP Engineer,160446,1,2,United States,1,United States,50,"Mathematics, SQL, MLOps, PyTorch",-1,16,Manufacturing,5.5,-1,-1,19,-1,-1
